,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
79,AOS68,Break the church/school connection. Catholic church's history of abusing that connection demands it.,,False,2022-06-20 23:19:52,"@Lemur_X_ @siennamarla there is absolutely none,  their existence now is to be one of 3 available skins for the tory party, blue red or yellow",,Twitter for Android,0
80,Butterfly Cat,"32 • cis🚺 • ⚢ • Biracial brown baby.
Fursuits, Art, and Secondlife💗 
DON'T REPOST MY CONTENT 
I'm a murrsuiter/adult artist
No minors.","Bozeman, MT",False,2022-06-20 19:46:41,"My new work on Rex has already gotten ""I thought she was a red panda""

I'm prepared for people to have no idea what she is.

People still think Rio is a lemur.",,Twitter for Android,0
81,pov youre just a little guy,"girl help. i am drowning. there is no sign of land. you are coming down with me
no longer being updated | in no way associated with @junkoupdates",run by @veralization,False,2022-06-22 07:52:22,"Species- Goodman's mouse lemur, bear, starfish, sand, pot belly pig, cactus, spool of copper wire, wood chips and possibly spider (actually 'Mort')",,"Cheap Bots, Done Quick!",0
82,pov youre just a little guy,"girl help. i am drowning. there is no sign of land. you are coming down with me
no longer being updated | in no way associated with @junkoupdates",run by @veralization,False,2022-06-21 02:52:25,"Species- Goodman's mouse lemur, bear, starfish, sand, pot belly pig, cactus, spool of copper wire, wood chips and possibly spider (actually 'Mort')",,"Cheap Bots, Done Quick!",0
83,pov youre just a little guy,"girl help. i am drowning. there is no sign of land. you are coming down with me
no longer being updated | in no way associated with @junkoupdates",run by @veralization,False,2022-06-18 02:22:57,"Species- Goodman's mouse lemur, bear, starfish, sand, pot belly pig, cactus, spool of copper wire, wood chips and possibly spider (actually 'Mort')",,"Cheap Bots, Done Quick!",0
84,pov youre just a little guy,"girl help. i am drowning. there is no sign of land. you are coming down with me
no longer being updated | in no way associated with @junkoupdates",run by @veralization,False,2022-06-17 06:53:21,"Species- Goodman's mouse lemur, bear, starfish, sand, pot belly pig, cactus, spool of copper wire, wood chips and possibly spider (actually 'Mort')",,"Cheap Bots, Done Quick!",0
85,Ari 123,,,False,2022-06-18 15:31:56,"@PlayAdoptMe @Minions @illumination You should do a new update after the minion update like a mountain egg and the pets that should be in side like a lynx,mountain lion,brown bear,Chamois,Golden eagle,L'Hoest's monkey,Chinchilla,Bearded vulture and thats it but how rare it is..... up to you.",,Twitter Web App,0
86,NEPrimateConservancy,Committed to leaving a legacy of hope ​and tools to build a better tomorrow for all the Earth's citizens,New England,False,2022-06-16 10:45:56,"Semi-terrestrial, sun-tailed monkeys spend more time on the ground during the dry season vs. the wet season. Foraging mainly occurs on the ground and begins at dawn. They also climb and leap in trees and occasionally walk bipedally. More: https://t.co/oGNtdON4It #primates https://t.co/SdHwiWHfE7",,Twitter Web App,0
87,🦧Scowlin Munkeh,"CO2 326.6 PPM at birth, now 420 PPM. Learning the science and global impact of #climatechange. 🦧 #saveorangutans 🦧","Cardiff, UK",False,2022-06-21 09:12:09,"@cfoxthesound @londonstereo Great blog post! I have that book, which is superb. 

However, using the provided viewer I could never get the “King Colobus” image to work.

I have just managed to freeview it thanks to your blog post! I’m not sure what made it easier - a smaller image perhaps?",,Twitter for iPhone,0
88,dana,,,False,2022-06-22 19:24:27,@Longleat I'm gonna take a photo and record a video to the Black and White Colobus when I visit to Longleat Zoo 😃📸📹🖤🤍🐒,,Twitter Web App,0
89,Laura Porter,London writer with an impressive afternoon tea addiction. Portrait by @Dazeley. Substack newsletter signup: https://t.co/LuG7WXbrcu,"London, England",True,2022-06-21 12:02:17,A new landmark exhibit will open this summer at @ZSLLondonZoo as its iconic former Snowdon Aviary becomes its new Monkey Valley attraction for the Zoo's troop of black and white colobus monkeys. https://t.co/09AD45yaAm,,Buffer,0
90,Jay Stone,"Husband, environmental educator, tired, occasional optimist, contains multitudes. Pronouns: he/him","California, USA",False,2022-06-21 04:32:09,"Alt text: a sign from the Syracuse Zoo showing multiple photos of black and white colobus monkeys, explaining they are not sad, that's just how their faces are.",,Twitter Web App,0
91,Overland Safaris,"Safari company in East Africa with offices in Tanzania. We are looking for travel agents to work together. 
WhatsApp: 
+255768122054
info@overlandsafaris.co.tz",Tanzania,False,2022-06-17 12:52:53,"6 Day Tanzania Cultural Tourism Safari 
Full-day walking safari in Arusha National Park, You can easily start viewing the populations of wildlife like the giraffe, buffalo, zebras, and black and white colobus monkeys just over 30 minutes drive from Arusha.
https://t.co/G9nN9LKuCs https://t.co/szqtaMDgNS",,Twitter Web App,0
92,Nshama Fifi,ndyomuhima gye,,False,2022-06-16 07:22:55,"Key species found within this reserve include elephants, buffaloes, Uganda Kob, Waterbuck, Warthog, Giant Forest Hog, and Primates such as Vervet monkeys, Red-tailed and Black and White Colobus monkeys plus many more https://t.co/aNXaUJDPsd",,Twitter Web App,0
93,Creature Repeater,So many animals! Made with https://t.co/XpDuja7Q2I and https://t.co/DoQviL31eR. Bleep Bloop!,"Los Angeles, CA",False,2022-06-14 18:37:46,It's a magistrate black colobus eat magistrate black colobus world out there.,,"Cheap Bots, Done Quick!",0
94,AYEDUASE PULISIC,KNUST📚 || Aviation ✈️||Host #AbrokyireNkomo space|| travel Youtuber🧳 🌍 ||1% CHANCE ⏳ 99% FAITH 🛐. BUSINESS: E-mail: ayeduasep@gmail.com #AnythingGhana🇬🇭,Ayeduase,False,2022-06-14 14:41:15,"include Elephant, Buffalo, Kob, Western Hartebeest, Roan Antelope, Defassa Waterbuck, Oribi, Bohor Reedbuck and Red-flanked Duiker. Rare and endangered species include the Yellow-backed Duiker, Black and White Colobus Monkey, Leopard and Lion. The Park is also home to 334 bird",,Twitter for iPhone,9
95,Yala Safaris Uganda,"""Discover Uganda's Nature Today""","Kampala, Uganda",False,2022-06-14 09:35:00,"The beautiful black and white colobus monkeys in the pearl of Africa. Find these amazing primates in Kibale forest national park, Mgahinga national park among others.
Visit: https://t.co/fXriChiwsO
Email: info@yalasafarisuganda.com
Call: +256 392960394
WhatsApp: +256 703514218. https://t.co/GH0iCl58zG",,Twitter Web App,0
96,World Land Trust,"WLT is an international conservation charity. Saving land, saving species. Patrons: Sir David Attenborough, Chris Packham, Steve Backshall & David Gower","Suffolk, UK",True,2022-06-20 12:02:48,"The Stump-tailed Macaque is just one of hundreds of species supported by @wti_org_india's Garo Green Spine 🐵

There's a crucial gap in this network of protected areas – but with #ProjectMongmaRama, you can fill it with a new elephant corridor!

🐘 https://t.co/O3sq9qFPMf 🐘 https://t.co/NIt3hh68Yn",,Hootsuite Inc.,3
97,Martin Walsh,"Writer, travelling the world with a basketball.","Da Lat, Vietnam",False,2022-06-23 03:48:45,"3,000th INaturalist observation. That's a fair amount of data. Also the first decent photo I have managed of the relict population of Northern Pig-Tailed Macaque in Da Lat. These guys are very hard to find here.

https://t.co/jD4mvcKiRe https://t.co/qDdSeluEV7",,Twitter Web App,0
98,dev's wonderful pet and object ruiner,"bot i made when i was bored
@devwaspog, @devnottaken",44.8553°N 93.2425°W,False,2022-06-23 18:36:41,We put Ashley Chin's pet mandrill (who works as an wizard) and their pants in a cantaloupe and now they are feeling wasted,,"Cheap Bots, Done Quick!",0
99,ImNotABot,This is a bot used as a test subject. It says a greek god slayed a greek monster while riding an animal and also eating a vegetable.,,False,2022-06-23 18:13:07,Hemera slayed a monster called Manticore while riding a mandrill while also eating a vegetable called a broccoflower,,"Cheap Bots, Done Quick!",0
100,armedimals,,,False,2022-06-23 17:51:59,mandrill with a spork,,"Cheap Bots, Done Quick!",0
101,Survey Says,Name something by @irondavy,,False,2022-06-23 17:50:26,"Name something you might have to get a credit check for.
[70] Mandrill
[30] Nuclear Fission Power",,Flamily Feud,0
102,SCAD Atlanta Radio Playlist,"SCAD Atlanta Radio makes student-produced, non-commercial radio available to listeners on campus and all over the globe via mp3 stream.",SCAD Atlanta,False,2022-06-23 16:31:06,Just played: Martin Gore - Mandrill (The Third Chimpanzee),,ScadATL's Playlist,0
103,IDoThisBot,Randomly generates things that I do.  Tweets by creator signed -AL,,False,2022-06-23 16:24:35,I sympathise with the mandrill when they attack,,"Cheap Bots, Done Quick!",0
104,Pete,#Trump The President That Actually Cared about #America1st #AnimalArtist #IFB,,False,2022-06-23 15:32:35,Mandrill #Baboon - Available on #GreetingCards #Pillows #CoffeeMugs #Coasters #Bathmats #WallPrints #Tshirts #PhoneCases #Tapestry #Socks #BedComforters #ShowerCurtains #Hoodies #Blankets #Magnets #Masks #Clocks #ThrowPillows #Posters #Redbubble https://t.co/6Pm3xLYRwT https://t.co/J2PwUNxHjz,"[{'text': 'Baboon', 'indices': [9, 16]}, {'text': 'GreetingCards', 'indices': [32, 46]}, {'text': 'Pillows', 'indices': [47, 55]}, {'text': 'CoffeeMugs', 'indices': [56, 67]}, {'text': 'Coasters', 'indices': [68, 77]}, {'text': 'Bathmats', 'indices': [78, 87]}, {'text': 'WallPrints', 'indices': [88, 99]}, {'text': 'Tshirts', 'indices': [100, 108]}]",OneUp App,0
105,Mike,naturist photographer scuba diver life model? artist? poet?,"Newport gwent Wales, ",False,2022-06-23 15:07:12,"@artistmunch That's more a baboon or mandrill, not a gorilla",,Twitter for Android,0
106,JackZeus,"Glasgow bhoy 🏴󠁧󠁢󠁳󠁣󠁴󠁿🍀 

I ❤️ NFTs

My imagination is the key...","Perth, Western Australia",False,2022-06-23 14:55:10,"Just minted this @spunmonkes for free !

I got a Mandrill breed !

How cool is he !? 

He's actually wearing real sunglasses haha !! https://t.co/xkbQJMH7mM",,Twitter Web App,0
107,dev's wonderful pet and object ruiner,"bot i made when i was bored
@devwaspog, @devnottaken",44.8553°N 93.2425°W,False,2022-06-23 13:57:44,We put Bill Bailey's pet mandrill (who works as an wizard) and their clothes in a clementine and now they are feeling sleepy,,"Cheap Bots, Done Quick!",0
108,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:32:01,"Mountain Goat, Mountain Tree Shrew, Mountain Zebra, Domestic Mouse, Moustached Tamarin, Mule Deer, Musk-ox, Natterer's Bat, New Zealand Sea Lion, Nilgiri Langur, Noctule, North American Porcupine, Northern Elephant Seal, Norther Fur Seal, Northern Quoll, Olympic Marmot,",,Twitter for Android,0
109,Shrikant M. Kelkar,"I work as a “Hindu Priest  i.e. Guruji” Those  interested can contact me ...
Tel   : + 91 9821443923 / 22-25442123 
Mail : info@kelkarguruji.com",Mumbai,False,2022-06-22 05:26:53,#Capped #Langur | #Herbivorous | #Natural #Habitat Is #Subtropical Or #Tropical... https://t.co/P2DAgMb3KJ via @YouTube,"[{'text': 'Capped', 'indices': [0, 7]}, {'text': 'Langur', 'indices': [8, 15]}, {'text': 'Herbivorous', 'indices': [18, 30]}, {'text': 'Natural', 'indices': [33, 41]}, {'text': 'Habitat', 'indices': [42, 50]}, {'text': 'Subtropical', 'indices': [54, 66]}, {'text': 'Tropical', 'indices': [70, 79]}]",Twitter Web App,0
110,Velvet Touch,"I enjoy life and those I love. I've never met a stranger, just someone I haven't talked to yet.",,False,2022-06-15 04:27:50,"Baby samango monkey meets the troop, baby monkey gets bad bite to the tail https://t.co/q3kyUPyvpQ via @YouTube",,Twitter Web App,0
111,Photowind,"Enjoy amazing and beautiful pictures from all over the world.
#nature #travel #art",,False,2022-06-17 07:58:17,"The red-faced spider monkey also known as the Guiana spider monkey or red-faced black spider monkey, is a species of spider monkey found in the rain forests in northern South America. 

📸 @birgitgeulmann https://t.co/Cv1zPqaxjX",,Twitter for Android,0
112,Ginny,"Conservatarian, Artist, Extreme Croquet Pro, and Generally Wonderful Person!",Gator in The Buckeye State,False,2022-06-16 13:49:10,@ktcat “Crab-Eating Macaque” or “Bald Uakari” are hard to top for name-calling some of the WHO members.,,Twitter for iPad,0
